"ResidentID","HouseholdBookID","IDIssueDate","IDIssuePlace","FullName","Alias","DateOfBirth","PlaceOfBirth","Hometown","Ethnicity","Occupation","Workplace","PermanentRegistrationDate","PermanentResidentAddress","IsDead"
"00000000117","000000067","2023-02-09","Cục cảnh sát quản lý về trật tự xã hội","Đặng Hữu Bùi Phạm",,"1957-03-10","Bắc Kạn","Sóc Trăng","Kinh",,,"1987-01-04","486 Dương Canyon, Ninh Bình, KS EUT  8FX","false"
"00000000118","000000068","2023-07-16","Cục cảnh sát quản lý về trật tự xã hội","Đặng Vinh",,"1953-09-16","Phú Yên","Trà Vinh","Thái",,,"1982-10-27","Apt. 671 31528 Dương Route, Vĩnh Long, MA 5VM 3FW","false"
"00000000119","000000069","2022-11-05","Cục cảnh sát quản lý về trật tự xã hội","Dương Nguyễn",,"1955-06-28","Yên Bái","Yên Bái","Mường",,,"1957-10-17","26607 Đoàn Road, Gia Lai, TX SC9B  9QY","false"
"00000000120","000000070","2023-07-14","Cục cảnh sát quản lý về trật tự xã hội","Hà Khang",,"1964-06-24","Cao Bằng","Vĩnh Phúc","Khmer",,,"1996-12-22","378 Phùng Vista, Bến Tre, MD R3YN  2BT","false"
"00000000121","000000071","2023-01-13","Cục cảnh sát quản lý về trật tự xã hội","Long Emery",,"1954-08-22","Vĩnh Phúc","Lai Châu","Kinh",,,"2010-06-27","Số 72 tổ dân phố 7 phường La Khê","false"
"00000000122","000000072","2024-09-12","Cục cảnh sát quản lý về trật tự xã hội","Hoàng Bửu Trần Nhân",,"1964-10-31","Thừa Thiên Huế","Thừa Thiên Huế","Hoa",,,"2012-08-01","Suite 427 831 Lâm Green, Nam Định, VA LVM2  6WX","false"
"00000000123","000000073","2024-11-08","Cục cảnh sát quản lý về trật tự xã hội","Trần Michal",,"1977-08-22","Hà Nam","Long An","Dao",,,"2024-08-22","Số 74 tổ dân phố 7 phường La Khê","false"
"00000000124","000000073","2024-01-10","Cục cảnh sát quản lý về trật tự xã hội","Quốc Sunni",,"1977-12-31","Phú Yên","Hòa Bình","Hoa",,,"2024-11-04","Số 74 tổ dân phố 7 phường La Khê","true"
"00000000125","000000073","2024-06-25","Cục cảnh sát quản lý về trật tự xã hội","Trần Đào",,"1999-02-18","Hà Nội","Hà Nội","Dao",,,"2024-12-12","Số 74 tổ dân phố 7 phường La Khê","false"
"00000000126","000000074","2022-04-07","Cục cảnh sát quản lý về trật tự xã hội","Hiền Jamar",,"1981-03-05","Quảng Trị","Tuyên Quang","Nùng",,,"2024-06-02","Số 75 tổ dân phố 7 phường La Khê","false"
"00000000127","000000074","2022-06-01","Cục cảnh sát quản lý về trật tự xã hội","Hiền Phạm",,"2003-10-18","Hà Nội","Hà Nội","Nùng",,,"2024-12-18","Số 75 tổ dân phố 7 phường La Khê","true"
"00000000128","000000074","2024-04-14","Cục cảnh sát quản lý về trật tự xã hội","Hiền Lê",,"2002-10-27","Hà Nội","Hà Nội","Nùng",,,"2024-12-22","Số 75 tổ dân phố 7 phường La Khê","false"
"00000000129","000000075","2022-07-13","Cục cảnh sát quản lý về trật tự xã hội","Đỗ Vũ Hồ Vinh",,"1966-12-26","Bắc Kạn","Bến Tre","Tày",,,"1996-08-18","868 Hoàng Grove, Gia Lai, WA YW6  2NX","false"
"00000000130","000000076","2022-03-26","Cục cảnh sát quản lý về trật tự xã hội","Hà Tiến Nhàn",,"1990-05-18","Tây Ninh","Bình Thuận","Tày",,,"2003-06-25","3649 Hoàng Fields, Cao Bằng, IN 433P  0FT","false"
"00000000131","000000077","2022-10-11","Cục cảnh sát quản lý về trật tự xã hội","Bùi Nhân Tú",,"1972-02-21","Phú Thọ","Bến Tre","H'Mông",,,"2002-03-05","6206 Bùi Ridge, Lai Châu, CT D565 0JF","false"
"00000000132","000000078","2023-08-28","Cục cảnh sát quản lý về trật tự xã hội","Kim Kraig",,"1978-01-29","TP Đà Nẵng","Hà Tây","Khmer",,,"2014-11-10","Số 79 tổ dân phố 7 phường La Khê","false"
"00000000133","000000079","2024-11-05","Cục cảnh sát quản lý về trật tự xã hội","Ngô Phan",,"1955-08-13","Hậu Giang","Quảng Trị","Gia Rai",,,"1984-09-22","4240 Phan Key, Lào Cai, RI TK81  3TB","false"
"00000000134","000000080","2022-05-21","Cục cảnh sát quản lý về trật tự xã hội","Đoàn Dương Thủy Tú",,"1959-07-31","Lai Châu","Quảng Nam","Dao",,,"1989-11-13","6496 Đào Mall, Thanh Hóa, AR 3G17 4UT","false"
"00000000135","000000081","2023-05-05","Cục cảnh sát quản lý về trật tự xã hội","Đoàn Ngô Dương Bùi",,"1964-10-07","Khánh Hòa","Trà Vinh","Hoa",,,"1984-11-22","Suite 755 4818 Mai Camp, Hải Dương, TN TQP 8ZF","false"
"00000000136","000000082","2024-08-25","Cục cảnh sát quản lý về trật tự xã hội","Thu Thurman",,"2000-03-20","Sóc Trăng","Hải Dương","Ê Đê",,,"2005-06-08","Số 83 tổ dân phố 7 phường La Khê","false"
"00000000137","000000082","2023-06-25","Cục cảnh sát quản lý về trật tự xã hội","Hồ Bronwyn",,"2000-11-01","Sóc Trăng","Đồng Nai","Gia Rai",,,"2022-04-08","Số 83 tổ dân phố 7 phường La Khê","false"
"00000000138","000000083","2023-02-22","Cục cảnh sát quản lý về trật tự xã hội","Phan Edmund",,"1952-02-18","Quảng Bình","Đắk Lắk","Thái",,,"2014-10-28","Số 84 tổ dân phố 7 phường La Khê","false"
"00000000139","000000083","2023-05-06","Cục cảnh sát quản lý về trật tự xã hội","Vinh Claudia",,"1952-03-26","Quảng Bình","Sơn La","Thái",,,"2021-01-16","Số 84 tổ dân phố 7 phường La Khê","false"
"00000000140","000000083","2023-11-09","Cục cảnh sát quản lý về trật tự xã hội","Phan Đặng",,"1973-09-14","Hà Nội","Hà Nội","Thái",,,"2021-10-17","Số 84 tổ dân phố 7 phường La Khê","false"
"00000000141","000000084","2022-01-25","Cục cảnh sát quản lý về trật tự xã hội","Long Xavier",,"1961-08-27","Đắk Nông","Thừa Thiên Huế","Hoa",,,"1985-07-10","Số 85 tổ dân phố 7 phường La Khê","false"
"00000000142","000000084","2023-08-02","Cục cảnh sát quản lý về trật tự xã hội","Phú Lenna",,"1961-10-23","Đồng Tháp","Hà Giang","Thái",,,"2011-07-18","Số 85 tổ dân phố 7 phường La Khê","true"
"00000000143","000000084","2024-02-25","Cục cảnh sát quản lý về trật tự xã hội","Long Nguyễn",,"1985-03-01","Hà Nội","Hà Nội","Hoa",,,"2019-07-04","Số 85 tổ dân phố 7 phường La Khê","true"
"00000000144","000000085","2023-06-10","Cục cảnh sát quản lý về trật tự xã hội","Lê Văn",,"1992-07-26","Thanh Hóa","Bà Rịa Vũng Tàu","Mường",,,"2020-04-17","Apt. 695 5032 Sinh Views, Bắc Giang, MA 1P2  5WZ","false"
"00000000145","000000086","2024-10-09","Cục cảnh sát quản lý về trật tự xã hội","Đinh Felix",,"1999-12-02","Kiên Giang","Kon Tum","Dao",,,"2010-07-19","Số 87 tổ dân phố 7 phường La Khê","false"
"00000000146","000000086","2022-09-12","Cục cảnh sát quản lý về trật tự xã hội","Thủy Shanita",,"2000-01-01","Hà Nam","Bến Tre","Nùng",,,"2022-08-21","Số 87 tổ dân phố 7 phường La Khê","false"
"00000000147","000000086","2024-04-17","Cục cảnh sát quản lý về trật tự xã hội","Đinh Hà",,"2020-08-10","Hà Nội","Hà Nội","Dao",,,"2024-12-30","Số 87 tổ dân phố 7 phường La Khê","false"
"00000000148","000000087","2022-09-17","Cục cảnh sát quản lý về trật tự xã hội","Hà Darrell",,"1962-04-03","Lai Châu","Quảng Nam","Kinh",,,"2024-06-02","Số 88 tổ dân phố 7 phường La Khê","false"
"00000000149","000000087","2023-12-29","Cục cảnh sát quản lý về trật tự xã hội","Hà Trần",,"1984-04-09","Hà Nội","Hà Nội","Kinh",,,"2024-06-02","Số 88 tổ dân phố 7 phường La Khê","true"
"00000000150","000000087","2024-04-01","Cục cảnh sát quản lý về trật tự xã hội","Hà Trương",,"1983-11-25","Hà Nội","Hà Nội","Kinh",,,"2024-07-01","Số 88 tổ dân phố 7 phường La Khê","false"
"00000000151","000000088","2024-12-08","Cục cảnh sát quản lý về trật tự xã hội","Phú Von",,"1963-05-01","Quảng Ngãi","Bắc Giang","Khmer",,,"1996-05-01","Số 89 tổ dân phố 7 phường La Khê","false"
"00000000152","000000088","2023-08-22","Cục cảnh sát quản lý về trật tự xã hội","Phú Lý",,"1987-02-22","Hà Nội","Hà Nội","Khmer",,,"2010-05-18","Số 89 tổ dân phố 7 phường La Khê","false"
"00000000153","000000089","2024-09-23","Cục cảnh sát quản lý về trật tự xã hội","Tiến Leandro",,"1969-05-20","Lạng Sơn","Long An","Khmer",,,"2023-09-05","Số 90 tổ dân phố 7 phường La Khê","false"
"00000000154","000000089","2023-08-03","Cục cảnh sát quản lý về trật tự xã hội","Tiến Đoàn",,"1990-08-15","Hà Nội","Hà Nội","Khmer",,,"2024-03-06","Số 90 tổ dân phố 7 phường La Khê","true"
"00000000155","000000089","2022-11-22","Cục cảnh sát quản lý về trật tự xã hội","Tiến Nguyễn",,"1990-10-03","Hà Nội","Hà Nội","Khmer",,,"2024-03-15","Số 90 tổ dân phố 7 phường La Khê","true"
"00000000156","000000090","2023-02-28","Cục cảnh sát quản lý về trật tự xã hội","Phùng Minh",,"1975-09-06","Hưng Yên","Lạng Sơn","H'Mông",,,"1976-04-17","Apt. 362 218 Như Islands, Bắc Giang, PA 154  1SP","false"
"00000000157","000000091","2022-12-27","Cục cảnh sát quản lý về trật tự xã hội","Lâm Mai Thảo",,"1975-04-21","Phú Thọ","Thanh Hóa","Nùng",,,"1999-12-29","23862 Tăng Orchard, Kiên Giang, VT A75  8EO","false"
"00000000158","000000092","2022-05-17","Cục cảnh sát quản lý về trật tự xã hội","Mai Santo",,"1994-10-13","Long An","Điện Biên","Hoa",,,"2013-12-01","Số 93 tổ dân phố 7 phường La Khê","false"
"00000000159","000000093","2024-05-15","Cục cảnh sát quản lý về trật tự xã hội","Trịnh Myles",,"1957-02-28","Tiền Giang","Lào Cai","Dao",,,"1996-12-25","Số 94 tổ dân phố 7 phường La Khê","false"
"00000000160","000000093","2023-07-01","Cục cảnh sát quản lý về trật tự xã hội","Hữu Marilu",,"1957-08-18","Bắc Ninh","Phú Thọ","Mường",,,"1999-09-27","Số 94 tổ dân phố 7 phường La Khê","true"
"00000000161","000000094","2022-05-02","Cục cảnh sát quản lý về trật tự xã hội","Phạm Rory",,"1964-09-15","Sơn La","Hà Giang","Ê Đê",,,"2017-06-22","Số 95 tổ dân phố 7 phường La Khê","false"
"00000000162","000000095","2023-09-25","Cục cảnh sát quản lý về trật tự xã hội","Hồ Vinh Tăng",,"1996-06-09","Sơn La","Hậu Giang","Kinh",,,"2019-08-08","Suite 153 49242 Đoàn Vista, Hà Giang, WV N4W 9EX","false"
"00000000163","000000096","2023-12-17","Cục cảnh sát quản lý về trật tự xã hội","Tú Prince",,"1956-09-29","Yên Bái","Hà Giang","Ê Đê",,,"2009-11-02","Số 97 tổ dân phố 7 phường La Khê","false"
"00000000164","000000096","2024-01-11","Cục cảnh sát quản lý về trật tự xã hội","Tú Trương",,"1977-03-14","Hà Nội","Hà Nội","Ê Đê",,,"2019-07-08","Số 97 tổ dân phố 7 phường La Khê","false"
"00000000165","000000096","2024-04-18","Cục cảnh sát quản lý về trật tự xã hội","Tú Ngô",,"1977-08-13","Hà Nội","Hà Nội","Ê Đê",,,"2024-02-26","Số 97 tổ dân phố 7 phường La Khê","false"
"00000000166","000000097","2022-07-31","Cục cảnh sát quản lý về trật tự xã hội","Nhung Randall",,"1998-06-01","Quảng Nam","Thái Bình","Hoa",,,"2015-09-24","Số 98 tổ dân phố 7 phường La Khê","false"
"00000000167","000000097","2022-08-13","Cục cảnh sát quản lý về trật tự xã hội","Thi Versie",,"1998-06-03","Thái Nguyên","Kiên Giang","Hoa",,,"2019-10-11","Số 98 tổ dân phố 7 phường La Khê","true"
"00000000168","000000097","2023-05-03","Cục cảnh sát quản lý về trật tự xã hội","Nhung Vương",,"2020-10-20","Hà Nội","Hà Nội","Hoa",,,"2022-03-02","Số 98 tổ dân phố 7 phường La Khê","false"
"00000000169","000000098","2024-11-17","Cục cảnh sát quản lý về trật tự xã hội","Vương Tô",,"1997-06-22","Phú Yên","Hà Nam","Tày",,,"2021-05-25","Apt. 360 4001 Tăng Corners, Hòa Bình, NY UX7M  3QB","false"
"00000000170","000000099","2022-04-11","Cục cảnh sát quản lý về trật tự xã hội","Tiến Denny",,"1960-10-23","Phú Thọ","Kon Tum","Ê Đê",,,"2005-01-03","Số 100 tổ dân phố 7 phường La Khê","false"
"00000000171","000000100","2023-12-12","Cục cảnh sát quản lý về trật tự xã hội","Tô Lâm Trịnh Khang",,"1994-04-30","Bình Dương","Thừa Thiên Huế","Mường",,,"2009-08-17","Suite 251 30822 Nguyễn Road, Nghệ An, HI NSE  6ZH","false"
"00000000172","000000101","2022-11-07","Cục cảnh sát quản lý về trật tự xã hội","Bùi Đặng Nhàn Hà",,"1967-09-06","Bình Dương","Yên Bái","Tày",,,"2022-01-21","76516 Vương Cove, Hà Tĩnh, NV 79W 7SE","false"
"00000000173","000000102","2023-04-18","Cục cảnh sát quản lý về trật tự xã hội","Bùi Vân Khoa",,"1993-09-20","Sơn La","Ninh Thuận","Thái",,,"1999-05-03","Apt. 535 6132 Hoàng Shore, Khánh Hòa, PA IM5  2QO","false"
"00000000174","000000103","2024-04-13","Cục cảnh sát quản lý về trật tự xã hội","Phạm Charlie",,"1998-12-16","Ninh Thuận","Quảng Bình","Tày",,,"2022-04-21","Số 104 tổ dân phố 7 phường La Khê","false"
"00000000175","000000104","2023-03-02","Cục cảnh sát quản lý về trật tự xã hội","Phạm Hải Mai",,"1966-04-17","Cao Bằng","Ninh Bình","Thái",,,"2013-09-28","39393 Minh Tunnel, Sơn La, AK 5S  6AL","false"
"00000000176","000000105","2022-08-21","Cục cảnh sát quản lý về trật tự xã hội","Tâm Greg",,"1964-04-12","Bắc Giang","Bắc Kạn","H'Mông",,,"2018-04-07","Số 106 tổ dân phố 7 phường La Khê","false"
"00000000177","000000105","2024-06-05","Cục cảnh sát quản lý về trật tự xã hội","Vương Nadia",,"1965-04-05","Kiên Giang","Quảng Nam","Tày",,,"2023-01-20","Số 106 tổ dân phố 7 phường La Khê","false"
"00000000178","000000105","2023-10-20","Cục cảnh sát quản lý về trật tự xã hội","Tâm Đinh",,"1985-06-13","Hà Nội","Hà Nội","H'Mông",,,"2023-12-29","Số 106 tổ dân phố 7 phường La Khê","false"
"00000000179","000000106","2022-05-11","Cục cảnh sát quản lý về trật tự xã hội","Vinh Shelby",,"1995-12-28","Sóc Trăng","Quảng Nam","Ê Đê",,,"2007-06-20","Số 107 tổ dân phố 7 phường La Khê","false"
"00000000180","000000106","2024-09-09","Cục cảnh sát quản lý về trật tự xã hội","Kim Tambra",,"1996-11-07","Hưng Yên","Đồng Nai","Gia Rai",,,"2023-12-24","Số 107 tổ dân phố 7 phường La Khê","false"
"00000000181","000000106","2022-07-05","Cục cảnh sát quản lý về trật tự xã hội","Vinh Đoàn",,"2018-09-08","Hà Nội","Hà Nội","Ê Đê",,,"2024-08-25","Số 107 tổ dân phố 7 phường La Khê","false"
"00000000182","000000107","2023-02-05","Cục cảnh sát quản lý về trật tự xã hội","Tăng Francisco",,"1972-04-07","TP Đà Nẵng","Bến Tre","Ê Đê",,,"2006-04-06","Số 108 tổ dân phố 7 phường La Khê","false"
"00000000183","000000107","2022-06-15","Cục cảnh sát quản lý về trật tự xã hội","Hồ Elenora",,"1973-01-13","Quảng Trị","An Giang","Ê Đê",,,"2009-01-05","Số 108 tổ dân phố 7 phường La Khê","false"
"00000000184","000000107","2024-11-09","Cục cảnh sát quản lý về trật tự xã hội","Tăng Trương",,"1993-06-09","Hà Nội","Hà Nội","Ê Đê",,,"2015-01-07","Số 108 tổ dân phố 7 phường La Khê","true"
"00000000185","000000108","2023-11-17","Cục cảnh sát quản lý về trật tự xã hội","Đoàn Lâm Minh Đỗ",,"1986-03-21","TP Hải Phòng","Phú Thọ","Gia Rai",,,"2017-08-09","Suite 743 794 Đức Coves, Hưng Yên, MS 454  8AX","false"
"00000000186","000000109","2024-06-12","Cục cảnh sát quản lý về trật tự xã hội","Thị Hilton",,"1952-11-05","Đồng Tháp","Đồng Tháp","Khmer",,,"2019-05-22","Số 110 tổ dân phố 7 phường La Khê","false"
"00000000187","000000109","2022-11-03","Cục cảnh sát quản lý về trật tự xã hội","Phan Rebeca",,"1953-06-18","Thái Bình","Đắk Lắk","Thái",,,"2024-01-22","Số 110 tổ dân phố 7 phường La Khê","false"
"00000000188","000000109","2024-07-04","Cục cảnh sát quản lý về trật tự xã hội","Thị Đào",,"1976-01-02","Hà Nội","Hà Nội","Khmer",,,"2024-04-05","Số 110 tổ dân phố 7 phường La Khê","true"
"00000000189","000000110","2022-11-13","Cục cảnh sát quản lý về trật tự xã hội","Lâm Bùi Trương",,"1994-08-07","Phú Yên","Hà Nam","Nùng",,,"2001-05-30","Suite 112 6008 Tăng Mount, Gia Lai, MN RP5 8ZT","false"
"00000000190","000000111","2023-04-30","Cục cảnh sát quản lý về trật tự xã hội","Đặng Triệu",,"1961-07-29","Điện Biên","Bắc Giang","Kinh",,,"2016-06-09","663 Thanh Trail, Trà Vinh, LA E7  7YS","false"
"00000000191","000000112","2022-05-14","Cục cảnh sát quản lý về trật tự xã hội","Vinh Moshe",,"1994-05-07","Vĩnh Phúc","Hải Dương","Mường",,,"2023-01-29","Số 113 tổ dân phố 7 phường La Khê","false"
"00000000192","000000113","2024-12-02","Cục cảnh sát quản lý về trật tự xã hội","Lê Đỗ Hà Bửu",,"1951-03-15","Ninh Thuận","Quảng Ngãi","Hoa",,,"1992-03-02","Suite 424 204 Lâm Vista, Lào Cai, UT I98 0RW","false"
"00000000193","000000114","2023-11-25","Cục cảnh sát quản lý về trật tự xã hội","Kim Courtney",,"1960-03-19","Hưng Yên","Hưng Yên","Mường",,,"1983-03-28","Số 115 tổ dân phố 7 phường La Khê","false"
